time,enso
9404,0.264706126735309
9411,0.292774848829278
9418,0.322273257023736
9425,0.339736374656076
9432,0.362721451083966
9439,0.396507157698703
9446,0.3988193427751
9453,0.39809092739577
9460,0.339127203601876
9467,0.353956830062662
9474,0.353906870217287
9481,0.361852098310082
9488,0.356192472911659
9495,0.383711481425632
9502,0.367667361054662
9509,0.33861087945752
9516,0.302656552651578
9523,0.24702082314809
9530,0.208998941932645
9537,0.159790529027362
9544,0.129019141607829
9551,0.140770144734236
9558,0.121509170533654
9565,0.0859312637865884
9572,0.0485238529818597
9579,0.0200116241781331
9586,-0.0115192915390767
9593,-0.00059886721621408
9600,0.0187595709439124
9607,0.0318009533372104
9614,0.0618926942779916
9621,0.0682956628917044
9628,0.0855416347667505
9635,0.0716710389695982
9642,0.0988161172258822
9649,0.121943292217556
9656,0.177365444092235
9663,0.241276874369785
9670,0.306722921260441
9677,0.364883789031749
9684,0.374410083649343
9691,0.409109502627512
9698,0.463708746957071
9705,0.510996339642598
9712,0.560306708111795
9719,0.630154877788225
9726,0.689498494025909
9733,0.687700555601791
9740,0.685602224572614
9747,0.69753715643015
9754,0.690974979837696
9761,0.684025937206005
9768,0.679483874403669
9775,0.712553257510083
9782,0.705356364804631
9789,0.687236334716264
9796,0.686343575676711
9803,0.703660865308449
9810,0.689464619222413
9817,0.695209253562515
9824,0.721906486320863
9831,0.752605040084974
9838,0.746857308978083
9845,0.745421306553544
9852,0.722860813303711
9859,0.697000211892746
9866,0.661538689273317
9873,0.62741086745259
9880,0.580611441514129
9887,0.534598817711014
9894,0.506812491736982
9901,0.48273189392116
9908,0.465285672521502
9915,0.415267636662566
9922,0.350058220520066
9929,0.312953247391555
9936,0.284698852119846
9943,0.274151082907426
9950,0.276636427082616
9957,0.259038293418335
9964,0.256676104643037
9971,0.251810604581352
9978,0.26189752828323
9985,0.238662550697494
9992,0.240881726197877
9999,0.225100406705732
10006,0.232639152330211
10013,0.237008051256518
10020,0.229176552894194
10027,0.200973265854941
10034,0.180714109930577
10041,0.163658445503577
10048,0.161155851205822
10055,0.151594645281737
10062,0.157708551238469
10069,0.11349301565087
10076,0.086257759482992
10083,0.0718301530542572
10090,0.0553932314405496
10097,0.0363595954105561
10104,0.0291049006177755
10111,0.0211797713044403
10118,0.00117674760409881
10125,-0.0164570560392521
10132,-0.0563984856948613
10139,-0.090565769270138
10146,-0.128122897300676
10153,-0.18290665161726
10160,-0.208784378684728
10167,-0.245033178913235
10174,-0.316328687603799
10181,-0.383661667186749
10188,-0.448385145225734
10195,-0.516761188367788
10202,-0.59267041896619
10209,-0.629298358311016
10216,-0.672564756198311
10223,-0.695326915415631
10230,-0.730511104020076
10237,-0.716410035653016
10244,-0.730583203996168
10251,-0.732664760653175
10258,-0.732078387298773
10265,-0.720962021094548
10272,-0.685736943486892
10279,-0.627149906510352
10286,-0.553070811286931
10293,-0.513082037046195
10300,-0.4764394061951
10307,-0.433780163961213
10314,-0.398456921753988
10321,-0.328107725170944
10328,-0.308030192725992
10335,-0.237467036950993
10342,-0.172553840800207
10349,-0.115782831915679
10356,-0.0554426641943531
10363,-0.0256039568645465
10370,-0.0348610651682492
10377,-0.0372853250163398
10384,0.00725381061540519
10391,0.0372208029718507
10398,0.0722591836072839
10405,0.105127309846721
10412,0.128842651246713
10419,0.172640694760159
10426,0.214497679479067
10433,0.237946313909821
10440,0.261358388122069
10447,0.297152278415695
10454,0.340561239294522
10461,0.381932678163845
10468,0.43366952858207
10475,0.462321859745482
10482,0.506122441774917
10489,0.547854139446066
10496,0.596450945297942
10503,0.645799911457712
10510,0.687950725050261
10517,0.715393945046707
10524,0.767856601806326
10531,0.83190382711645
10538,0.881988986295976
10545,0.929983696479436
10552,0.982154330624314
10559,0.999880998258058
10566,1.02798118778255
10573,1.01658658342965
10580,1.00337297043273
10587,0.97897106565669
10594,0.907823998483441
10601,0.816459247551576
10608,0.733185605314733
10615,0.640907003208503
10622,0.553615064419555
10629,0.462293201672033
10636,0.364786044810414
10643,0.283940563311085
10650,0.233374971617589
10657,0.170894398879325
10664,0.107391893542898
10671,0.0159761059920801
10678,-0.0664824056302784
10685,-0.118424644708299
10692,-0.130708232509284
